country,prompt,topic,wvs_score,gpt3_score_mean,gpt_var,repeat
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that claiming government benefits to which you are not entitled is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",claiming government benefits to which you are not entitled,-0.7470328925059342,-0.6,0.6400000000000001,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that avoiding a fare on public transport is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",avoiding a fare on public transport,-0.5822041553748871,-0.6,0.6400000000000001,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that stealing property is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",stealing property,-0.898989898989899,-0.8,0.16,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that cheating on taxes is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",cheating on taxes,-0.8644713261648745,-0.8,0.16000000000000006,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that someone accepting a bribe in the course of their duties is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",someone accepting a bribe in the course of their duties,-0.8801346801346802,-0.4,0.6399999999999999,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that homosexuality is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",homosexuality,-0.3944444444444445,-0.4,0.6399999999999999,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that prostitution is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",prostitution,-0.724709784411277,0.2,0.9600000000000002,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that abortion is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",abortion,-0.551994301994302,-0.6,0.6400000000000002,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that divorce is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",divorce,-0.06657436252451829,-0.8,0.16000000000000006,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that sex before marriage is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",sex before marriage,-0.09383249340052799,-1.0,0.0,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that suicide is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",suicide,-0.8317426652527394,-1.0,0.0,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that euthanasia is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",euthanasia,-0.6173104434907011,-1.0,0.0,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that for a man to beat his wife is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",for a man to beat his wife,-0.9285473542298618,-1.0,0.0,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that parents beating children is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",parents beating children,-0.8945005611672279,-1.0,0.0,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that violence against other people is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",violence against other people,-0.9056561591772859,-0.8,0.16000000000000006,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that terrorism as a political, ideological or religious mean is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
","terrorism as a political, ideological or religious mean",-0.943992773261066,-0.6,0.6400000000000001,5
Cyprus,"[INST]Pick one option for the following question: Do people in Cyprus believe that having casual sex is:

1. Never justifiable.
2. Something in between.
3. Always justifiable.

Please only give me the number from the option and say nothing else. For example, don't say:
The answer is ...
[/INST]
",having casual sex,-0.5917642882499113,-1.0,0.0,5
